Source,Target,Type,Id,Label,Weight
combinatorics,counting problems,Undirected,995,,1
combinatorics,dialectics and systems and models,Undirected,996,,1
combinatorics,discrete mathematics,Undirected,997,,1
combinatorics,enumeration,Undirected,998,,1
combinatorics,generalization,Undirected,999,,1
combinatorics,isomorphism,Undirected,1000,,1
combinatorics,klein’s second discontinuity,Undirected,1001,,1
combinatorics,lower secondary school pupils,Undirected,1002,,1
combinatorics,mathematical modelling,Undirected,1003,,1
combinatorics,problem solving,Undirected,1004,,1
combinatorics,secondary school,Undirected,1005,,1
combinatorics,study and research paths,Undirected,1006,,1
combinatorics,textbook analysis,Undirected,1007,,1
combinatorics,university mathematics for prospective teachers,Undirected,1008,,1
combinatorics,word problems,Undirected,1009,,1
combinatorics education,mathematics education,Undirected,1010,,1
combinatorics education,problem-solving,Undirected,1011,,1
combinatorics education,problem-solving strategies,Undirected,1012,,1
combinatorics education,undergraduate students,Undirected,1013,,1
commognition,communication strategies,Undirected,1014,,1
commognition,communities of practice,Undirected,1015,,1
commognition,complexity,Undirected,1016,,1
commognition,de-ritualization,Undirected,1017,,1
commognition,de-ritualization process,Undirected,1018,,1
commognition,digital environments,Undirected,1019,,1
commognition,digital learning environments,Undirected,1020,,1
commognition,equations,Undirected,1021,,1
commognition,identity,Undirected,1022,,1
commognition,inclusion,Undirected,1023,,1
commognition,inter-community partnerships,Undirected,1024,,1
commognition,low-achievement,Undirected,1025,,1
commognition,mathematical discourse,Undirected,1026,,1
commognition,mathematical induction,Undirected,1027,,1
commognition,mathematicians,Undirected,1028,,1
commognition,remedial intervention,Undirected,1029,,1
commognition,rituals,Undirected,1030,,1
commognition,saming between realizations,Undirected,1031,,1
commognition,teaching and learning activities,Undirected,1032,,1
commognitive,derivative,Undirected,1033,,1
commognitive,discourse,Undirected,1034,,1
commognitive,symbolism,Undirected,1035,,1
common european numeracy framework,instruments,Undirected,1036,,1
common european numeracy framework,numeracy,Undirected,1037,,1
common european numeracy framework (cenf),lifelong learning,Undirected,1038,,1
common european numeracy framework (cenf),mathematical literacy,Undirected,1039,,1
common european numeracy framework (cenf),numeracy,Undirected,1040,,1
common european numeracy framework (cenf),social work education,Undirected,1041,,1
communication,interaction,Undirected,1042,,1
communication,norms,Undirected,1043,,1
communication strategies,mathematicians,Undirected,1044,,1
communicative rationality,design research,Undirected,1045,,1
communicative rationality,disinformation,Undirected,1046,,1
communicative rationality,social media,Undirected,1047,,1
communicative rationality,statistical literacy,Undirected,1048,,1
communities of practice,inter-community partnerships,Undirected,1049,,1
communities of practice,mathematics tasks,Undirected,1050,,1
communities of practice,mathematics teachers,Undirected,1051,,1
communities of practice,patterns of participation,Undirected,1052,,1
communities of practice,pre-service teachers,Undirected,1053,,1
communities of practice,students’ identity,Undirected,1054,,1
communities of practice,upper secondary school,Undirected,1055,,1
community of interest,games,Undirected,1056,,1
community of interest,prototypes,Undirected,1057,,1
comparative research,curriculum research,Undirected,1061,,1
comparative research,educational history,Undirected,1062,,1
comparative research,mathematics education,Undirected,1063,,1
comparative study,mathematics classrooms,Undirected,1064,,1
comparative study,proof,Undirected,1065,,1
comparative textbook analysis,mathematics workbooks,Undirected,1066,,1
comparative textbook analysis,place value,Undirected,1067,,1
comparative textbook analysis,role of zero,Undirected,1068,,1
competences,curriculum,Undirected,1071,,1
competences,non-mathematics degrees,Undirected,1072,,1
competences,transition,Undirected,1073,,1
competency,inferentialism,Undirected,1074,,1
competency,instructional design,Undirected,1075,,1
competency,risk literacy,Undirected,1076,,1
competency,statistics education,Undirected,1077,,1
competition,dual-process theory,Undirected,1078,,1
competition,exit exams,Undirected,1079,,1
competition,multiple-choice,Undirected,1080,,1
competition,task design,Undirected,1081,,1
complex analysis,history of mathematics,Undirected,1082,,1
complex analysis,mathematical justification,Undirected,1083,,1
complex analysis,original sources,Undirected,1084,,1
complex analysis,use of figures,Undirected,1085,,1
complexity,identity,Undirected,1086,,1
complexity,mathematical discourse,Undirected,1087,,1
complexity,rituals,Undirected,1088,,1
computational literacy,computer programming,Undirected,1089,,1
computational literacy,innovation,Undirected,1090,,1
computational literacy,mathematical competencies,Undirected,1091,,1
computational literacy,mathematical problem-solving,Undirected,1092,,1
computational literacy,mathematics,Undirected,1093,,1
computational literacy,primary school,Undirected,1094,,1
computational literacy,turtle geometry,Undirected,1095,,1
computational problem-solving practices,computational thinking,Undirected,1096,,1
computational problem-solving practices,geometry and measurement,Undirected,1097,,1
computational problem-solving practices,scratch,Undirected,1098,,1
computational thinking,evaluative thinking,Undirected,1099,,1
computational thinking,geometry,Undirected,1100,,1
computational thinking,geometry and measurement,Undirected,1101,,1
computational thinking,higher education,Undirected,1102,,1
computational thinking,innovation,Undirected,1103,,1
computational thinking,interdisciplinary approaches,Undirected,1104,,1
computational thinking,josephus problem,Undirected,1105,,1
computational thinking,lego education,Undirected,1106,,1
computational thinking,lesson study,Undirected,1107,,1
computational thinking,linear functions,Undirected,1108,,1
computational thinking,mathematical competencies,Undirected,1109,,1
computational thinking,mathematical modeling,Undirected,1110,,1
computational thinking,mathematical modelling,Undirected,1111,,1
computational thinking,mathematical problem solving,Undirected,1112,,1
computational thinking,mathematical problem-solving,Undirected,1113,,1
computational thinking,mathematical thinking,Undirected,1114,,1
computational thinking,mathematics,Undirected,1115,,1
computational thinking,middle school,Undirected,1116,,1
computational thinking,moonbase activity,Undirected,1117,,1
computational thinking,problem solving,Undirected,1118,,1
computational thinking,problem-solving,Undirected,1119,,1
computational thinking,proportional reasoning,Undirected,1120,,1
computational thinking,python,Undirected,1121,,1
computational thinking,spatial reasoning,Undirected,1122,,1
computational thinking,spreadsheet,Undirected,1123,,1
computational thinking,statistics,Undirected,1124,,1
computational thinking,student teachers,Undirected,1125,,1
computational thinking,task design,Undirected,1126,,1
computational thinking,teaching practice,Undirected,1127,,1
computational thinking,turtle geometry,Undirected,1128,,1
computational thinking,wedo 2.0 core set,Undirected,1129,,1
computational triangulation experimental mathematics using digital tools,critical thinking,Undirected,1130,,1
computational triangulation experimental mathematics using digital tools,mathematics teachers’ digital competences,Undirected,1131,,1
computer programming,mathematics,Undirected,1134,,1
computer programming,primary school,Undirected,1135,,1
computer science education,polya,Undirected,1139,,1
computer science education,problem-solving,Undirected,1140,,1
computer science education,secondary education,Undirected,1141,,1
computer-aided assessment,example-generation tasks,Undirected,1142,,1
computer-aided assessment,graphical assessment,Undirected,1143,,1
computer-aided assessment,mathematics education,Undirected,1144,,1
computer-environment,objectification,Undirected,1145,,1
computer-environment,probability,Undirected,1146,,1
computer-supported collaborative learning,digital tools,Undirected,1147,,1
computer-supported collaborative learning,mathematical communication,Undirected,1148,,1
computer-supported collaborative learning,mathematical digital competency,Undirected,1149,,1
computer-supported collaborative learning,university mathematics education,Undirected,1150,,1
concept definition,concept image,Undirected,1151,,1
concept definition,conceptual breaks,Undirected,1152,,1
concept definition,sine,Undirected,1153,,1
concept definition,trigonometry,Undirected,1154,,1
concept formation,differential equations,Undirected,1155,,1
concept formation,functions,Undirected,1156,,1
concept image,conceptual breaks,Undirected,1157,,1
concept image,conceptual knowledge,Undirected,1158,,1
concept image,derivative,Undirected,1159,,1
concept image,sine,Undirected,1160,,1
concept image,trigonometry,Undirected,1161,,1
concept introduction,teaching culture,Undirected,1162,,1
concept introduction,tensions,Undirected,1163,,1
concept introduction,university mathematics teaching,Undirected,1164,,1
conceptions,conversion of units of measurement,Undirected,1167,,1
conceptions,geo-spatial data,Undirected,1168,,1
conceptions,geometric shapes,Undirected,1169,,1
conceptions,in-service teachers,Undirected,1170,,1
conceptions,prototypes,Undirected,1171,,1
conceptions,representations,Undirected,1172,,1
conceptions,units of length and mass,Undirected,1173,,1
concepts,creating together,Undirected,1174,,1
concepts,early mathematics education,Undirected,1175,,1
concepts,sad affects,Undirected,1176,,1
concepts,teacher education,Undirected,1177,,1
conceptual blending,emerging embodied technology,Undirected,1178,,1
conceptual blending,functions,Undirected,1179,,1
conceptual blending,geogebra plus,Undirected,1180,,1
conceptual blending,secondary education,Undirected,1181,,1
conceptual breaks,sine,Undirected,1182,,1
conceptual breaks,trigonometry,Undirected,1183,,1
conceptual change,fraction division,Undirected,1184,,1
conceptual change,fraction multiplication,Undirected,1185,,1
conceptual change,teacher education,Undirected,1186,,1
conceptual focus,conversions,Undirected,1188,,1
conceptual focus,representations,Undirected,1189,,1
conceptual knowledge,derivative,Undirected,1190,,1
conceptual knowledge,mathematics teachers,Undirected,1191,,1
conceptual knowledge,mathematics teacher’s specialised knowledge,Undirected,1192,,1
conceptual knowledge,ratio,Undirected,1193,,1
conceptual understanding,counting problems,Undirected,1194,,1
conceptual understanding,design research,Undirected,1195,,1
conceptual understanding,differential equations,Undirected,1196,,1
conceptual understanding,digital tools,Undirected,1197,,1
conceptual understanding,discourse practices,Undirected,1198,,1
conceptual understanding,discursive,Undirected,1199,,1
conceptual understanding,equity,Undirected,1200,,1
conceptual understanding,evaluation,Undirected,1201,,1
conceptual understanding,fraction division,Undirected,1202,,1
conceptual understanding,general solution,Undirected,1203,,1
conceptual understanding,going beyond counting,Undirected,1204,,1
conceptual understanding,language means,Undirected,1205,,1
conceptual understanding,low-achieving students in mathematics,Undirected,1206,,1
conceptual understanding,mental models,Undirected,1207,,1
conceptual understanding,partitive division,Undirected,1208,,1
conceptual understanding,professional development program,Undirected,1209,,1
conceptual understanding,professional growth,Undirected,1210,,1
conceptual understanding,quotative division,Undirected,1211,,1
conceptual understanding,reasoning,Undirected,1212,,1
conceptual understanding,relating registers,Undirected,1213,,1
conceptual understanding,scalar product,Undirected,1214,,1
conceptual understanding,stem majors,Undirected,1215,,1
conceptual understanding,tertiary students,Undirected,1216,,1
conceptual understanding,textbooks analysis,Undirected,1217,,1
conceptual understanding,word problems,Undirected,1218,,1
concretion,craft,Undirected,1221,,1
concretion,experience,Undirected,1222,,1
concretion,making,Undirected,1223,,1
conditional statement,dge,Undirected,1224,,1
conditional statement,paper folding,Undirected,1225,,1
conditional statement,proof,Undirected,1226,,1
conditional statement,synergy,Undirected,1227,,1
consumerism,dilemmas,Undirected,1238,,1
consumerism,preservice teachers,Undirected,1239,,1
consumerism,textile dilemmas,Undirected,1240,,1
content-visual proving,instruction support,Undirected,1241,,1
content-visual proving,primary education,Undirected,1242,,1
content-visual proving,reasoning,Undirected,1243,,1
context,individuality,Undirected,1244,,1
context,professional development,Undirected,1245,,1
context,situatedness,Undirected,1246,,1
context,teacher education,Undirected,1247,,1
continuity,didactic transposition,Undirected,1248,,1
continuity,path-connectedness,Undirected,1249,,1
continuity,real analysis,Undirected,1250,,1
continuity,structuralist praxeologies,Undirected,1251,,1
continuity,topology,Undirected,1252,,1
continuous fractions,density of q in r,Undirected,1253,,1
continuous fractions,spontaneous conceptions,Undirected,1254,,1
continuous fractions,warrant,Undirected,1255,,1
continuous quantity,curriculum,Undirected,1256,,1
continuous quantity,design research,Undirected,1257,,1
continuous quantity,length measurement,Undirected,1258,,1
continuous quantity,number,Undirected,1259,,1
conversion of units of measurement,representations,Undirected,1260,,1
conversion of units of measurement,units of length and mass,Undirected,1261,,1
conversions,representations,Undirected,1262,,1
cooperative teaching,high-quality teaching,Undirected,1263,,1
cooperative teaching,systematic literature review,Undirected,1264,,1
correspondence and covariation approaches,mathematics teachers,Undirected,1272,,1
correspondence and covariation approaches,quadratic functions,Undirected,1273,,1
cost,expectancies for success,Undirected,1274,,1
cost,problem posing,Undirected,1275,,1
cost,task values,Undirected,1276,,1
cost,task-based motivation,Undirected,1277,,1
counting,discrete mathematics,Undirected,1278,,1
counting,generalization,Undirected,1279,,1
counting,microgenetic,Undirected,1280,,1
counting,subitising,Undirected,1281,,1
counting,variability,Undirected,1282,,1
counting problems,word problems,Undirected,1283,,1
covariation,didactic engineering,Undirected,1284,,1
covariation,function graphs,Undirected,1285,,1
covariation,inclusion,Undirected,1286,,1
covariation,mathematical modelling,Undirected,1287,,1
covariation,multimodality,Undirected,1288,,1
covariation,study and research paths,Undirected,1289,,1
covariation,visual impairments,Undirected,1290,,1
covariational positioning,covariational reasoning,Undirected,1291,,1
covariational positioning,taxicab trigonometry,Undirected,1292,,1
covariational positioning,theoretical covariation,Undirected,1293,,1
covariational positioning,theoretical representation,Undirected,1294,,1
covariational reasoning,digital tool,Undirected,1295,,1
covariational reasoning,educational technology,Undirected,1296,,1
covariational reasoning,eye tracking,Undirected,1297,,1
covariational reasoning,functional thinking,Undirected,1298,,1
covariational reasoning,multimodality,Undirected,1299,,1
covariational reasoning,music,Undirected,1300,,1
covariational reasoning,periodic functions,Undirected,1301,,1
covariational reasoning,slope,Undirected,1302,,1
covariational reasoning,taxicab trigonometry,Undirected,1303,,1
covariational reasoning,theoretical covariation,Undirected,1304,,1
covariational reasoning,theoretical representation,Undirected,1305,,1
covariational thinking,digital-embodied tasks,Undirected,1306,,1
covariational thinking,mathematics education,Undirected,1307,,1
covariational thinking,nomogram,Undirected,1308,,1
covid-19 pandemic,mathematics achievement,Undirected,1309,,1
covid-19 pandemic,pre-course mathematics,Undirected,1310,,1
covid-19 pandemic,secondary school mathematics,Undirected,1311,,1
craft,experience,Undirected,1312,,1
craft,making,Undirected,1313,,1
craft knowledge,mathematics education,Undirected,1314,,1
craft knowledge,mathematics teaching,Undirected,1315,,1
craft knowledge,programming,Undirected,1316,,1
craft knowledge,structuring features of classroom practice,Undirected,1317,,1
creating together,early mathematics education,Undirected,1318,,1
creating together,sad affects,Undirected,1319,,1
creating together,teacher education,Undirected,1320,,1
creativity,didactic ends,Undirected,1321,,1
creativity,didactic means,Undirected,1322,,1
creativity,didactic paradigm,Undirected,1323,,1
creativity,epistemological model,Undirected,1324,,1
critical mathematics education,figured worlds,Undirected,1331,,1
critical mathematics education,positionality,Undirected,1332,,1
critical mathematics education,pre-service teachers,Undirected,1333,,1
critical research,kindergarten class,Undirected,1334,,1
critical research,mathematical awareness,Undirected,1335,,1
critical thinking,learning processes,Undirected,1336,,1
critical thinking,mathematics teachers’ digital competences,Undirected,1337,,1
critical thinking,reflection,Undirected,1338,,1
critical thinking,teacher education,Undirected,1339,,1
croatian,language,Undirected,1340,,1
croatian,multilingualism,Undirected,1341,,1
croatian,primary education,Undirected,1342,,1
cross cultural studies,cultural differences,Undirected,1343,,1
cross cultural studies,multicultural classrooms,Undirected,1344,,1
cross cultural studies,task design,Undirected,1345,,1
crystallization,doping,Undirected,1346,,1
crystallization,embodiment,Undirected,1347,,1
crystallization,radical embodiment,Undirected,1348,,1
crystallography,kindergarten,Undirected,1349,,1
crystallography,pedagogy,Undirected,1350,,1
crystallography,symmetry-breaking,Undirected,1351,,1
ct,secondary mathematics education,Undirected,1352,,1
cultural awareness,lesson study,Undirected,1353,,1
cultural awareness,socio-cultural practices,Undirected,1354,,1
cultural awareness,translation,Undirected,1355,,1
cultural differences,multicultural classrooms,Undirected,1358,,1
cultural differences,task design,Undirected,1359,,1
cultural historical activity theory,mathematics,Undirected,1360,,1
cultural historical activity theory,mathematics education,Undirected,1361,,1
cultural historical activity theory,programming,Undirected,1362,,1
culture,diversity of theories,Undirected,1366,,1
culture,language,Undirected,1367,,1
culture,research knowledge,Undirected,1368,,1
culture,transposition,Undirected,1369,,1
curricula,middle school,Undirected,1370,,1
curricula,primary education,Undirected,1371,,1
curricula,professional education,Undirected,1372,,1
curricular development,geometry,Undirected,1373,,1
curricular development,mathematics education,Undirected,1374,,1
curricular development,textbook content,Undirected,1375,,1
curriculum,design research,Undirected,1379,,1
curriculum,length measurement,Undirected,1380,,1
curriculum,non-mathematics degrees,Undirected,1381,,1
curriculum,number,Undirected,1382,,1
curriculum,transition,Undirected,1383,,1
curriculum analyses,didactic transposition,Undirected,1384,,1
curriculum analyses,interdisciplinarity,Undirected,1385,,1
curriculum analyses,modelling,Undirected,1386,,1
curriculum analyses,technology,Undirected,1387,,1
curriculum change,generalization,Undirected,1388,,1
curriculum change,paths of reasoning,Undirected,1389,,1
curriculum change,patterns,Undirected,1390,,1
curriculum change,textbook analysis,Undirected,1391,,1
curriculum design,inquiry,Undirected,1392,,1
curriculum design,least squares,Undirected,1393,,1
curriculum design,linear algebra,Undirected,1394,,1
curriculum implementation,primary school mathematics,Undirected,1395,,1
curriculum implementation,programming,Undirected,1396,,1
curriculum mapping,intelligent environment,Undirected,1397,,1
curriculum mapping,learning goals,Undirected,1398,,1
curriculum mapping,secondary mathematics education,Undirected,1399,,1
curriculum mapping,teacher autonomy,Undirected,1400,,1
curriculum mapping,visual representation,Undirected,1401,,1
curriculum research,educational history,Undirected,1402,,1
curriculum research,mathematics education,Undirected,1403,,1
curriculum resources,implementation,Undirected,1404,,1
curriculum resources,instructional change,Undirected,1405,,1
curriculum resources,laboratory of mathematics,Undirected,1406,,1
curriculum resources,role of mathematics textbooks,Undirected,1407,,1
curriculum resources,statistics,Undirected,1408,,1
curvature,intrinsic geometry,Undirected,1409,,1
curvature,programming,Undirected,1410,,1
data,secondary school,Undirected,1411,,1
data,sustainability,Undirected,1412,,1
data literacy,data use,Undirected,1417,,1
data literacy,information,Undirected,1418,,1
data literacy,modelling,Undirected,1419,,1
data literacy,models,Undirected,1420,,1
data representation,mathematical modelling,Undirected,1421,,1
data representation,superfluous data,Undirected,1422,,1
data science,machine learning,Undirected,1423,,1
data science,model building,Undirected,1424,,1
data science,model usability,Undirected,1425,,1
data science education,preservice teacher education,Undirected,1426,,1
data science education,steam education,Undirected,1427,,1
data use,information,Undirected,1428,,1
data use,modelling,Undirected,1429,,1
data use,models,Undirected,1430,,1
data-driven categories,mathematics teachers,Undirected,1431,,1
data-driven categories,prison education,Undirected,1432,,1
data-driven categories,swot analysis,Undirected,1433,,1
data-driven categories,theory-driven categories,Undirected,1434,,1
de-ritualization,mathematical induction,Undirected,1435,,1
de-ritualization,teaching and learning activities,Undirected,1436,,1
de-ritualization process,saming between realizations,Undirected,1437,,1
debate,discussion,Undirected,1438,,1
debate,mediation,Undirected,1439,,1
debugging,design-based research,Undirected,1440,,1
debugging,dynamic manipulation,Undirected,1441,,1
decision level,preservice teachers,Undirected,1442,,1
decision level,semantic structure,Undirected,1443,,1
decision-making,decision level,Undirected,1444,,1
decision-making,preservice teachers,Undirected,1445,,1
decision-making,semantic structure,Undirected,1446,,1
deductive geometry,demonstrations,Undirected,1447,,1
deductive geometry,intuitive geometry,Undirected,1448,,1
deductive geometry,secondary education,Undirected,1449,,1
deductive geometry,two-column proofs,Undirected,1450,,1
deductive thinking,digital tools,Undirected,1454,,1
deductive thinking,geometric proofs,Undirected,1455,,1
deductive thinking,proof types,Undirected,1456,,1
deductive thinking,toulmin scheme,Undirected,1457,,1
definite integral,modelling,Undirected,1458,,1
definite integral,teaching and learning,Undirected,1459,,1
delphi method,genai and large language models,Undirected,1460,,1
delphi method,university mathematics,Undirected,1461,,1
demonstrations,intuitive geometry,Undirected,1462,,1
demonstrations,secondary education,Undirected,1463,,1
demonstrations,two-column proofs,Undirected,1464,,1
density of q in r,spontaneous conceptions,Undirected,1465,,1
density of q in r,warrant,Undirected,1466,,1
density property,prospective mathematics teachers,Undirected,1467,,1
density property,real numbers,Undirected,1468,,1
density property,specialised knowledge,Undirected,1469,,1
derivation strategies,interactive video,Undirected,1470,,1
derivation strategies,multiplication,Undirected,1471,,1
derivation strategies,primary school children,Undirected,1472,,1
derivative,discourse,Undirected,1473,,1
derivative,dynamic visualisations,Undirected,1474,,1
derivative,extra-mathematical contexts,Undirected,1475,,1
derivative,rate of change,Undirected,1476,,1
derivative,static visualisations,Undirected,1477,,1
derivative,symbolism,Undirected,1478,,1
derivative,understanding,Undirected,1479,,1
describing sets,early mathematics education,Undirected,1480,,1
describing sets,perceiving structures,Undirected,1481,,1
describing sets,preschool education,Undirected,1482,,1
design,manipulatives,Undirected,1483,,1
design,moral imagination,Undirected,1484,,1
design,number concepts,Undirected,1485,,1
design,teacher education,Undirected,1486,,1
design aspects,digital learning environment,Undirected,1487,,1
design aspects,discovery learning,Undirected,1488,,1
design aspects,geometry learning,Undirected,1489,,1
design proposition,design requirements,Undirected,1491,,1
design proposition,educational design research,Undirected,1492,,1
design proposition,prison education,Undirected,1493,,1
design requirements,educational design research,Undirected,1494,,1
design requirements,prison education,Undirected,1495,,1
design research,discursive,Undirected,1496,,1
design research,disinformation,Undirected,1497,,1
design research,educational robots,Undirected,1498,,1
design research,evaluative thinking,Undirected,1499,,1
design research,fraction division,Undirected,1500,,1
design research,geometry,Undirected,1501,,1
design research,instructional videos,Undirected,1502,,1
design research,interactive features,Undirected,1503,,1
design research,length measurement,Undirected,1504,,1
design research,mathematics,Undirected,1505,,1
design research,number,Undirected,1506,,1
design research,primary school,Undirected,1507,,1
design research,program implementation,Undirected,1508,,1
design research,programming,Undirected,1509,,1
design research,proportional reasoning,Undirected,1510,,1
design research,relating registers,Undirected,1511,,1
design research,semiotic bundle,Undirected,1512,,1
design research,social media,Undirected,1513,,1
design research,statistical literacy,Undirected,1514,,1
design research,teacher education,Undirected,1515,,1
design research,two-phase instructional designs,Undirected,1516,,1
design research,variables as generalizers,Undirected,1517,,1
design-based research,dynamic manipulation,Undirected,1518,,1
design-based research,elementary mathematics education,Undirected,1519,,1
design-based research,fractions,Undirected,1520,,1
design-based research,meaning-related vocabulary,Undirected,1521,,1
design-based research,translanguaging pedagogy,Undirected,1522,,1
designated identity,narrative,Undirected,1523,,1
designated identity,pre-service teachers,Undirected,1524,,1
designated identity,teacher education program,Undirected,1525,,1
deterministic model,discrete mathematics education,Undirected,1526,,1
deterministic model,problem-solving,Undirected,1527,,1
deterministic model,proving process,Undirected,1528,,1
development at scale,in-service teacher training,Undirected,1529,,1
development at scale,mathematical competencies,Undirected,1530,,1
development at scale,stumbling stones,Undirected,1531,,1
dge,paper folding,Undirected,1535,,1
dge,proof,Undirected,1536,,1
dge,synergy,Undirected,1537,,1
diagnosis,financial literacy,Undirected,1538,,1
diagnosis,percentage calculation,Undirected,1539,,1
diagnosis,vocational high schools,Undirected,1540,,1
diagnostic competence,information processing,Undirected,1541,,1
diagnostic competence,instructional competence,Undirected,1542,,1
diagnostic competence,judgements,Undirected,1543,,1
diagnostic competence,modelling instruction,Undirected,1544,,1
diagnostic competence,open modelling problems,Undirected,1545,,1
diagnostic competence,openness,Undirected,1546,,1
diagnostic competence,scaffolding practices,Undirected,1547,,1
diagnostic competence,teacher education,Undirected,1548,,1
diagnostic competence,teacher training,Undirected,1549,,1
diagnostic judgment,early arithmetic education,Undirected,1550,,1
diagnostic judgment,teacher education,Undirected,1551,,1
diagnostic judgment,vignettes,Undirected,1552,,1
diagrams,material,Undirected,1556,,1
diagrams,mathematics education,Undirected,1557,,1
diagrams,quadratic,Undirected,1558,,1
diagrams,research methods,Undirected,1559,,1
dialectics,statistics,Undirected,1563,,1
dialectics,study and research path,Undirected,1564,,1
dialectics and systems and models,mathematical modelling,Undirected,1565,,1
dialectics and systems and models,study and research paths,Undirected,1566,,1
dialogic teaching,mathematics education,Undirected,1567,,1
dialogic teaching,professional development,Undirected,1568,,1
dialogic teaching,task design,Undirected,1569,,1
dialogism,ethics,Undirected,1572,,1
dialogism,history of mathematics,Undirected,1573,,1
dialogism,otherness,Undirected,1574,,1
dialogism,social and political dimension of mathematics education,Undirected,1575,,1
dialogism,teachers’ practices,Undirected,1576,,1
didactic analysis,didactic paradigm,Undirected,1577,,1
didactic analysis,epistemological model,Undirected,1578,,1
didactic analysis,modality of study,Undirected,1579,,1
didactic analysis,real numbers,Undirected,1580,,1
didactic contract,expectations,Undirected,1581,,1
didactic contract,secondary-tertiary transition,Undirected,1582,,1
didactic contract,undergraduate mathematics education,Undirected,1583,,1
didactic ends,didactic means,Undirected,1584,,1
didactic ends,didactic paradigm,Undirected,1585,,1
didactic ends,epistemological model,Undirected,1586,,1
didactic engineering,mathematical modelling,Undirected,1587,,1
didactic engineering,study and research paths,Undirected,1588,,1
didactic means,didactic paradigm,Undirected,1589,,1
didactic means,epistemological model,Undirected,1590,,1
didactic paradigm,modality of study,Undirected,1591,,1
didactic paradigm,real numbers,Undirected,1592,,1
didactic paradigms,kyozai kenkyuu,Undirected,1593,,1
didactic paradigms,lesson study,Undirected,1594,,1
didactic paradigms,textbooks,Undirected,1595,,1
didactic transposition,interdisciplinarity,Undirected,1596,,1
didactic transposition,mathematical models,Undirected,1597,,1
didactic transposition,mathematics for engineers,Undirected,1598,,1
didactic transposition,modelling,Undirected,1599,,1
didactic transposition,numerical integration,Undirected,1600,,1
didactic transposition,praxeology,Undirected,1601,,1
didactic transposition,structuralist praxeologies,Undirected,1602,,1
didactic transposition,technology,Undirected,1603,,1
didactic transposition,textbook content,Undirected,1604,,1
didactic transposition,the anthropological theory of the didactic,Undirected,1605,,1
didactic transposition,topology,Undirected,1606,,1
didactic-specific courses,mathematics teacher educators,Undirected,1607,,1
didactic-specific courses,modelling,Undirected,1608,,1
didactic-specific courses,pedagogical content knowledge,Undirected,1609,,1
didactical contract,facilitator,Undirected,1610,,1
didactical contract,initial teacher education,Undirected,1611,,1
didactical contract,lesson study,Undirected,1612,,1
didactical contract,role,Undirected,1613,,1
difference,discourse,Undirected,1620,,1
difference,inclusion,Undirected,1621,,1
difference,practices,Undirected,1622,,1
difference,representation,Undirected,1623,,1
differential equations,functions,Undirected,1627,,1
differential equations,general solution,Undirected,1628,,1
differential equations,textbooks analysis,Undirected,1629,,1
difficulties,errors,Undirected,1632,,1
difficulties,fraction as an operator,Undirected,1633,,1
difficulties,primary school students,Undirected,1634,,1
difficulties,problem solving,Undirected,1635,,1
difficulties in learning arithmetic,dyscalculia,Undirected,1636,,1
difficulties in learning arithmetic,numeracy,Undirected,1637,,1
difficulties in learning arithmetic,secondary school,Undirected,1638,,1
digital,feedback,Undirected,1639,,1
digital,mathematics learning,Undirected,1640,,1
digital environments,inclusion,Undirected,1641,,1
digital environments,low-achievement,Undirected,1642,,1
digital environments,remedial intervention,Undirected,1643,,1
digital escape game,explaining,Undirected,1644,,1
digital escape game,large language model,Undirected,1645,,1
digital escape games,llms,Undirected,1646,,1
digital escape games,problem-solving,Undirected,1647,,1
digital escape games,support-element,Undirected,1648,,1
digital formative assessment,professional development,Undirected,1649,,1
digital game-based learning,educational technology,Undirected,1650,,1
digital game-based learning,instrumental genesis,Undirected,1651,,1
digital learning environment,discovery learning,Undirected,1652,,1
digital learning environment,geometry learning,Undirected,1653,,1
digital learning environments,equations,Undirected,1654,,1
digital literacy,instrumental approach,Undirected,1655,,1
digital literacy,instrumental distance,Undirected,1656,,1
digital literacy,instrumental genesis,Undirected,1657,,1
digital literacy,instrumental orchestration,Undirected,1658,,1
digital literacy,problem posing,Undirected,1659,,1
digital literacy,reflection,Undirected,1660,,1
digital materials,professional development,Undirected,1661,,1
digital materials,task design,Undirected,1662,,1
digital problem-solving,digital tools,Undirected,1664,,1
digital problem-solving,mathematical problem-solving,Undirected,1665,,1
digital problem-solving,quasi-experimental study,Undirected,1666,,1
digital problem-solving,teaching experiment,Undirected,1667,,1
digital technologies,discourse analysis,Undirected,1670,,1
digital technologies,early childhood education,Undirected,1671,,1
digital technologies,open environments,Undirected,1672,,1
digital technologies,preservice teachers,Undirected,1673,,1
digital technologies,simulations,Undirected,1674,,1
digital technologies,statistical modelling,Undirected,1675,,1
digital technologies,study and research paths,Undirected,1676,,1
digital technologies,task design,Undirected,1677,,1
digital technologies,teaching,Undirected,1678,,1
digital technologies,tertiary education,Undirected,1679,,1
digital technology,embodiment,Undirected,1680,,1
digital technology,formative assessment,Undirected,1681,,1
digital technology,inclusive education,Undirected,1682,,1
digital technology,instrumental orchestration,Undirected,1683,,1
digital technology,low-achievement,Undirected,1684,,1
digital technology,re-enactment,Undirected,1685,,1
digital textbooks,mathematics education,Undirected,1686,,1
digital textbooks,use of resources,Undirected,1687,,1
